"STATISTIC","Statistic Label","TLIST(A1)","Year","C02199V02655","Sex","C02857V03435","Type of Procedure","C02076V02508","Age Group","UNIT","VALUE"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1003","Appendicectomy","465","35 - 44 years","Number","1174"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1003","Appendicectomy","500","45 - 54 years","Number",""
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1003","Appendicectomy","535","55 - 64 years","Number",""
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1003","Appendicectomy","570","65 - 74 years","Number",""
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1003","Appendicectomy","600","75 - 84 years","Number","224"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1003","Appendicectomy","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1003","Appendicectomy","-","All ages","Number","10183"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1004","Laparoscopic appendicectomy","215","0 - 14 years","Number","2189"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1004","Laparoscopic appendicectomy","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1004","Laparoscopic appendicectomy","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1004","Laparoscopic appendicectomy","465","35 - 44 years","Number","991"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1004","Laparoscopic appendicectomy","500","45 - 54 years","Number",""
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1004","Laparoscopic appendicectomy","535","55 - 64 years","Number",""
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1004","Laparoscopic appendicectomy","570","65 - 74 years","Number",""
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1004","Laparoscopic appendicectomy","600","75 - 84 years","Number","173"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1004","Laparoscopic appendicectomy","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1004","Laparoscopic appendicectomy","-","All ages","Number","7894"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1005","Liver transplantation","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1005","Liver transplantation","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1005","Liver transplantation","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1005","Liver transplantation","465","35 - 44 years","Number","139"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1005","Liver transplantation","500","45 - 54 years","Number","231"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1005","Liver transplantation","535","55 - 64 years","Number","279"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1005","Liver transplantation","570","65 - 74 years","Number","116"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1005","Liver transplantation","600","75 - 84 years","Number",""
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1005","Liver transplantation","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1005","Liver transplantation","-","All ages","Number","883"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1006","Cholecystectomy","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1006","Cholecystectomy","310","15 - 24 years","Number","59"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1006","Cholecystectomy","415","25 - 34 years","Number","157"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1006","Cholecystectomy","465","35 - 44 years","Number","337"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1006","Cholecystectomy","500","45 - 54 years","Number","595"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1006","Cholecystectomy","535","55 - 64 years","Number","813"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1006","Cholecystectomy","570","65 - 74 years","Number","1338"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1006","Cholecystectomy","600","75 - 84 years","Number","896"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1006","Cholecystectomy","630","85 years and over","Number","58"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1006","Cholecystectomy","-","All ages","Number","4272"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1007","Laparoscopic cholescystectomy","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1007","Laparoscopic cholescystectomy","310","15 - 24 years","Number","55"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1007","Laparoscopic cholescystectomy","415","25 - 34 years","Number","157"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1007","Laparoscopic cholescystectomy","465","35 - 44 years","Number","316"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1007","Laparoscopic cholescystectomy","500","45 - 54 years","Number","440"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1007","Laparoscopic cholescystectomy","535","55 - 64 years","Number","587"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1007","Laparoscopic cholescystectomy","570","65 - 74 years","Number","888"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1007","Laparoscopic cholescystectomy","600","75 - 84 years","Number","577"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1007","Laparoscopic cholescystectomy","630","85 years and over","Number","23"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1007","Laparoscopic cholescystectomy","-","All ages","Number","3062"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1008","Repair of inguinal hernia","215","0 - 14 years","Number","471"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1008","Repair of inguinal hernia","310","15 - 24 years","Number","30"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1008","Repair of inguinal hernia","415","25 - 34 years","Number","65"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1008","Repair of inguinal hernia","465","35 - 44 years","Number","85"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1008","Repair of inguinal hernia","500","45 - 54 years","Number","225"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1008","Repair of inguinal hernia","535","55 - 64 years","Number","413"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1008","Repair of inguinal hernia","570","65 - 74 years","Number","608"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1008","Repair of inguinal hernia","600","75 - 84 years","Number","584"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1008","Repair of inguinal hernia","630","85 years and over","Number","141"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1008","Repair of inguinal hernia","-","All ages","Number","2620"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1009","Laparoscopic repair of inguinal hernia","215","0 - 14 years","Number","24"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1009","Laparoscopic repair of inguinal hernia","310","15 - 24 years","Number","14"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1009","Laparoscopic repair of inguinal hernia","415","25 - 34 years","Number","33"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1009","Laparoscopic repair of inguinal hernia","465","35 - 44 years","Number","26"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1009","Laparoscopic repair of inguinal hernia","500","45 - 54 years","Number","65"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1009","Laparoscopic repair of inguinal hernia","535","55 - 64 years","Number","75"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1009","Laparoscopic repair of inguinal hernia","570","65 - 74 years","Number","140"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1009","Laparoscopic repair of inguinal hernia","600","75 - 84 years","Number","111"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1009","Laparoscopic repair of inguinal hernia","630","85 years and over","Number","36"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1009","Laparoscopic repair of inguinal hernia","-","All ages","Number","523"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1010","Laparoscopy","215","0 - 14 years","Number","11"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1010","Laparoscopy","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1010","Laparoscopy","415","25 - 34 years","Number","31"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1010","Laparoscopy","465","35 - 44 years","Number","164"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1010","Laparoscopy","500","45 - 54 years","Number","108"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1010","Laparoscopy","535","55 - 64 years","Number","152"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1010","Laparoscopy","570","65 - 74 years","Number","375"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1010","Laparoscopy","600","75 - 84 years","Number","100"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1010","Laparoscopy","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1010","Laparoscopy","-","All ages","Number","1016"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1011","Panendoscopy","215","0 - 14 years","Number","242"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1011","Panendoscopy","310","15 - 24 years","Number","619"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1011","Panendoscopy","415","25 - 34 years","Number","1014"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1011","Panendoscopy","465","35 - 44 years","Number","2568"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1011","Panendoscopy","500","45 - 54 years","Number","4788"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1011","Panendoscopy","535","55 - 64 years","Number","7426"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1011","Panendoscopy","570","65 - 74 years","Number","12889"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1011","Panendoscopy","600","75 - 84 years","Number","15238"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1011","Panendoscopy","630","85 years and over","Number","7407"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1011","Panendoscopy","-","All ages","Number","52189"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1100","Procedures on urinary system","215","0 - 14 years","Number","1097"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1100","Procedures on urinary system","310","15 - 24 years","Number","893"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1100","Procedures on urinary system","415","25 - 34 years","Number","1470"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1100","Procedures on urinary system","465","35 - 44 years","Number","2718"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1100","Procedures on urinary system","500","45 - 54 years","Number","4589"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1100","Procedures on urinary system","535","55 - 64 years","Number","8314"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1100","Procedures on urinary system","570","65 - 74 years","Number","14666"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1100","Procedures on urinary system","600","75 - 84 years","Number","16975"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1100","Procedures on urinary system","630","85 years and over","Number","7513"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1100","Procedures on urinary system","-","All ages","Number","58234"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1101","Kidney transplantation","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1101","Kidney transplantation","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1101","Kidney transplantation","415","25 - 34 years","Number","129"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1101","Kidney transplantation","465","35 - 44 years","Number","132"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1101","Kidney transplantation","500","45 - 54 years","Number","285"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1101","Kidney transplantation","535","55 - 64 years","Number","357"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1101","Kidney transplantation","570","65 - 74 years","Number","237"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1101","Kidney transplantation","600","75 - 84 years","Number",""
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1101","Kidney transplantation","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1101","Kidney transplantation","-","All ages","Number","1224"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1102","Haemodialysis","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1102","Haemodialysis","310","15 - 24 years","Number","100"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1102","Haemodialysis","415","25 - 34 years","Number","266"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1102","Haemodialysis","465","35 - 44 years","Number","735"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1102","Haemodialysis","500","45 - 54 years","Number","821"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1102","Haemodialysis","535","55 - 64 years","Number","2462"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1102","Haemodialysis","570","65 - 74 years","Number","5011"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1102","Haemodialysis","600","75 - 84 years","Number","4957"
"DHA102C01","Inpatient Bed Days","2018","2018","1","Male","1102","Haemodialysis","630","85 years and over","Number","1232"
